payment_id,project_id,installment_no,amount,payment_date,payment_mode,milestone_reached_pct,flagged
PAY-000298,MPLADS-MP-2022-00005,2,1811227.88,2023-05-13,DBT,97.4,False
PAY-000299,MPLADS-HR-2024-00005,1,2179038.34,2024-10-25,DBT,40.7,False
PAY-000300,MPLADS-HR-2024-00005,2,2476876.82,2024-12-18,CHEQUE,91.4,False
PAY-000301,MPLADS-JH-2025-00005,1,110213.86,2026-05-19,DBT,15.1,False
PAY-000302,MPLADS-JH-2025-00005,2,141628.02,2026-07-14,DBT,31.4,False
PAY-000303,MPLADS-JH-2025-00005,3,266512.93,2026-08-28,DBT,57.3,False
PAY-000304,MPLADS-PB-2025-00002,1,59187.3,2026-05-23,RTGS,2.1,False
PAY-000305,MPLADS-PB-2025-00002,2,145192.14,2026-07-03,CHEQUE,7.2,False
PAY-000306,MPLADS-PB-2025-00002,3,128304.76,2026-08-30,DBT,11.6,False
PAY-000307,MPLADS-HR-2024-00006,1,805731.52,2024-11-24,DBT,34.3,False
PAY-000308,MPLADS-HR-2024-00006,2,433987.43,2025-02-15,DBT,46.2,False
PAY-000309,MPLADS-HR-2024-00006,3,603054.14,2025-04-22,DBT,77.5,False
PAY-000310,MPLADS-HR-2024-00007,1,1281333.2,2024-12-05,DBT,64.4,False
PAY-000311,MPLADS-HR-2024-00007,2,635307.51,2025-01-06,DBT,96.1,False
PAY-000312,MPLADS-TG-2024-00006,1,326607.11,2025-04-13,DBT,13.4,False
PAY-000313,MPLADS-TG-2024-00006,2,986361.53,2025-06-09,DBT,43.5,False
PAY-000314,MPLADS-TG-2024-00006,3,1212925.12,2025-08-19,DBT,98.7,False
PAY-000315,MPLADS-BR-2024-00008,1,1990384.6,2025-07-07,DBT,58.8,False
PAY-000316,MPLADS-BR-2024-00008,2,775194.08,2025-08-26,DBT,77.1,False
PAY-000317,MPLADS-BR-2024-00008,3,1024765.97,2025-11-17,RTGS,100.0,False
PAY-000318,MPLADS-BR-2024-00008,4,896895.27,2025-12-21,RTGS,100.0,False
PAY-000319,MPLADS-CG-2022-00010,1,77372.96,2022-12-22,DBT,7.6,False
PAY-000320,MPLADS-CG-2022-00010,2,161509.89,2023-03-08,DBT,28.9,False
PAY-000321,MPLADS-CG-2022-00010,3,143005.97,2023-04-27,DBT,37.3,False
PAY-000322,MPLADS-CG-2022-00010,4,73959.82,2023-07-05,DBT,53.1,False
PAY-000323,MPLADS-CG-2022-00010,5,123969.2,2023-08-15,DBT,64.8,False
PAY-000324,MPLADS-JH-2025-00006,1,174650.69,2026-03-28,DBT,8.1,False
PAY-000325,MPLADS-JH-2025-00006,2,336684.15,2026-05-13,RTGS,24.9,False
PAY-000326,MPLADS-JH-2025-00006,3,269984.03,2026-08-05,DBT,29.5,False
PAY-000327,MPLADS-AP-2025-00012,1,235805.62,2026-06-14,RTGS,21.3,False
PAY-000328,MPLADS-GJ-2025-00002,1,891024.94,2025-09-22,CHEQUE,37.3,False
PAY-000329,MPLADS-GJ-2025-00002,2,631220.82,2025-11-29,DBT,59.0,False
PAY-000330,MPLADS-GJ-2025-00002,3,105235.82,2026-01-19,DBT,69.5,False
PAY-000331,MPLADS-GJ-2025-00002,4,376872.04,2026-04-06,DBT,94.0,False
PAY-000332,MPLADS-GJ-2025-00002,5,301213.85,2026-06-23,DBT,97.1,False
PAY-000333,MPLADS-HR-2025-00008,1,204154.42,2026-03-11,DBT,27.8,False
PAY-000334,MPLADS-HR-2025-00008,2,145851.52,2026-05-22,DBT,47.2,False
PAY-000335,MPLADS-JH-2023-00007,1,1023293.04,2023-12-12,DBT,38.5,False
PAY-000336,MPLADS-JH-2023-00007,2,1014323.6,2024-03-05,DBT,65.7,False
PAY-000337,MPLADS-JH-2023-00007,3,538676.35,2024-04-10,DBT,82.4,False
PAY-000338,MPLADS-TG-2025-00007,1,60886.24,2026-04-11,RTGS,4.6,False
PAY-000339,MPLADS-TG-2025-00007,2,127320.39,2026-07-02,DBT,14.4,False
PAY-000340,MPLADS-TN-2024-00003,1,197069.67,2024-09-17,RTGS,24.0,False
PAY-000341,MPLADS-TN-2024-00003,2,138807.03,2024-10-27,DBT,39.9,False
PAY-000342,MPLADS-TN-2024-00003,3,69408.91,2024-12-25,DBT,46.9,False
PAY-000343,MPLADS-TN-2024-00003,4,102820.5,2025-02-19,DBT,61.2,False
PAY-000344,MPLADS-TN-2024-00003,5,374209.31,2025-03-25,DBT,91.9,False
PAY-000345,MPLADS-RJ-2022-00006,1,1002330.87,2022-08-26,CHEQUE,26.8,False
PAY-000346,MPLADS-RJ-2022-00006,2,687947.99,2022-11-03,DBT,47.4,False
PAY-000347,MPLADS-RJ-2022-00006,3,994198.58,2022-12-22,DBT,84.1,False
PAY-000348,MPLADS-RJ-2022-00006,4,474816.01,2023-03-13,DBT,100.0,False
PAY-000349,MPLADS-BR-2025-00009,1,569488.21,2026-01-13,DBT,83.1,False
PAY-000350,MPLADS-BR-2025-00009,2,72906.26,2026-03-24,CHEQUE,100.0,False
PAY-000351,MPLADS-OD-2024-00004,1,156839.4,2024-06-10,DBT,25.3,False
PAY-000352,MPLADS-OD-2024-00004,2,32590.39,2024-08-02,CHEQUE,35.7,False
PAY-000353,MPLADS-OD-2024-00004,3,45874.76,2024-10-05,RTGS,41.8,False
PAY-000354,MPLADS-OD-2024-00004,4,195621.26,2024-12-16,DBT,83.6,False
PAY-000355,MPLADS-OD-2024-00004,5,68486.76,2025-02-28,DBT,81.3,False
PAY-000356,MPLADS-HR-2023-00009,1,261766.1,2023-08-05,DBT,21.8,False
PAY-000357,MPLADS-HR-2023-00009,2,404312.59,2023-10-31,CHEQUE,53.3,False
PAY-000358,MPLADS-HR-2023-00009,3,532755.79,2024-01-21,DBT,92.0,False
PAY-000359,MPLADS-JH-2023-00008,1,600734.37,2024-01-07,DBT,44.8,False
PAY-000360,MPLADS-JH-2023-00008,2,274482.05,2024-02-29,DBT,57.0,False
PAY-000361,MPLADS-JH-2023-00008,3,498407.37,2024-04-12,DBT,92.5,False
PAY-000362,MPLADS-OD-2023-00005,1,216788.2,2023-10-24,DBT,7.4,False
PAY-000363,MPLADS-OD-2023-00005,2,781759.92,2024-01-19,DBT,37.8,False
PAY-000364,MPLADS-OD-2023-00005,3,481415.02,2024-04-17,DBT,56.6,False
PAY-000365,MPLADS-OD-2023-00005,4,923470.97,2024-05-21,DBT,87.7,False
PAY-000366,MPLADS-OD-2023-00005,5,317863.86,2024-07-17,CHEQUE,88.3,False
PAY-000367,MPLADS-KA-2021-00005,1,342469.01,2021-11-07,RTGS,84.7,False
PAY-000368,MPLADS-RJ-2023-00007,1,26685.9,2024-02-23,DBT,1.5,False
PAY-000369,MPLADS-RJ-2023-00007,2,882107.87,2024-05-17,DBT,50.0,False
PAY-000370,MPLADS-TN-2024-00004,1,277730.67,2025-07-19,DBT,19.5,False
PAY-000371,MPLADS-TN-2024-00004,2,6914273.93,2025-07-22,RTGS,45.52409476500661,False
PAY-000372,MPLADS-MH-2021-00006,1,317291.26,2022-07-10,DBT,25.5,False
PAY-000373,MPLADS-MH-2021-00006,2,359073.49,2022-09-02,DBT,60.5,False
PAY-000374,MPLADS-MH-2021-00006,3,172074.63,2022-11-02,DBT,80.3,False
PAY-000375,MPLADS-MH-2021-00006,4,199035.62,2023-01-10,DBT,84.3,False
PAY-000376,MPLADS-UP-2023-00007,1,30833.14,2024-01-23,DBT,3.1,False
PAY-000377,MPLADS-UP-2023-00007,2,46749.55,2024-03-24,DBT,6.7,False
PAY-000378,MPLADS-UP-2023-00007,3,48574.83,2024-06-18,DBT,10.5,False
PAY-000379,MPLADS-UP-2023-00007,4,67653.17,2024-09-13,DBT,17.3,False
PAY-000380,MPLADS-UP-2023-00007,5,82792.26,2024-11-28,RTGS,23.4,False
PAY-000381,MPLADS-UP-2023-00007,6,8354.06,2025-01-20,DBT,27.0,False
PAY-000382,MPLADS-TN-2019-00005,1,30138.37,2020-01-15,DBT,6.1,False
PAY-000383,MPLADS-TN-2019-00005,2,49499.39,2020-04-11,DBT,13.1,False
PAY-000384,MPLADS-TN-2019-00005,3,58501.14,2020-05-31,DBT,26.2,False
PAY-000385,MPLADS-HR-2019-00010,1,1187970.32,2020-03-21,DBT,27.7,False
PAY-000386,MPLADS-HR-2019-00010,2,582777.42,2020-05-09,DBT,50.8,False
PAY-000387,MPLADS-MP-2020-00006,1,1479919.07,2020-08-10,DBT,37.2,False
PAY-000388,MPLADS-MP-2020-00006,2,429754.49,2020-10-12,RTGS,43.3,False
PAY-000389,MPLADS-MP-2020-00006,3,595634.82,2020-12-17,CHEQUE,57.0,False
PAY-000390,MPLADS-MP-2020-00006,4,1839438.63,2021-03-10,DBT,100.0,False
PAY-000391,MPLADS-TN-2024-00006,1,98457.82,2024-12-10,DBT,11.4,False
PAY-000392,MPLADS-TN-2024-00006,2,781253.4,2025-02-19,DBT,98.9,False
PAY-000393,MPLADS-MP-2024-00007,1,534570.69,2025-01-26,DBT,52.5,False
PAY-000394,MPLADS-CG-2024-00011,1,634873.86,2025-01-02,CHEQUE,48.8,False
PAY-000395,MPLADS-CG-2024-00011,2,139982.47,2025-02-13,DBT,59.6,False
PAY-000396,MPLADS-CG-2024-00011,3,364671.34,2025-04-30,DBT,86.7,False
PAY-000397,MPLADS-JH-2021-00009,1,931382.33,2021-10-04,DBT,24.3,False
PAY-000398,MPLADS-JH-2021-00009,2,1272358.33,2021-11-13,DBT,50.2,False
PAY-000399,MPLADS-JH-2021-00009,3,511106.27,2021-12-21,DBT,70.1,False
PAY-000400,MPLADS-JH-2021-00009,4,733746.96,2022-03-03,DBT,90.4,False
PAY-000401,MPLADS-JH-2021-00009,5,310841.25,2022-05-03,DBT,100.0,False
PAY-000402,MPLADS-OD-2022-00006,1,150913.01,2022-09-20,DBT,9.2,False
PAY-000403,MPLADS-OD-2022-00006,2,250313.47,2022-11-07,DBT,25.7,False
PAY-000404,MPLADS-OD-2022-00006,3,131024.32,2022-12-12,RTGS,31.8,False
PAY-000405,MPLADS-OD-2022-00006,4,123249.87,2023-01-27,RTGS,36.5,False
PAY-000406,MPLADS-HR-2019-00011,1,347388.97,2019-09-27,CHEQUE,7.1,False
PAY-000407,MPLADS-HR-2019-00011,2,3923802.24,2019-12-08,RTGS,97.3,False
PAY-000408,MPLADS-KL-2021-00007,1,830840.22,2022-03-13,DBT,32.9,False
PAY-000409,MPLADS-KL-2021-00007,2,709352.08,2022-05-29,CHEQUE,64.0,False
PAY-000410,MPLADS-KL-2021-00007,3,519032.47,2022-08-14,DBT,86.9,False
PAY-000411,MPLADS-AP-2024-00013,1,1576933.19,2025-02-05,DBT,61.3,False
PAY-000412,MPLADS-AP-2024-00013,2,851328.9,2025-03-21,CHEQUE,86.7,False
PAY-000413,MPLADS-GJ-2024-00003,1,265588.38,2024-09-30,RTGS,16.6,False
PAY-000414,MPLADS-GJ-2024-00003,2,265424.66,2024-11-13,DBT,33.7,False
PAY-000415,MPLADS-GJ-2024-00003,3,282570.35,2024-12-10,DBT,42.4,False
PAY-000416,MPLADS-GJ-2024-00003,4,262446.78,2025-02-02,RTGS,56.1,False
PAY-000417,MPLADS-GJ-2024-00003,5,261272.98,2025-03-05,CHEQUE,78.5,False
PAY-000418,MPLADS-GJ-2024-00003,6,255627.34,2025-04-08,DBT,85.8,False
PAY-000419,MPLADS-GJ-2024-00003,7,270056.63,2025-05-25,DBT,97.7,False
PAY-000420,MPLADS-GJ-2024-00003,8,267500.03,2025-06-27,DBT,100.0,False
PAY-000421,MPLADS-OD-2022-00007,1,790147.34,2023-06-18,DBT,36.2,False
PAY-000422,MPLADS-OD-2022-00007,2,489942.4,2023-08-26,DBT,71.2,False
PAY-000423,MPLADS-OD-2022-00007,3,658115.87,2023-10-08,DBT,97.2,False
PAY-000424,MPLADS-AS-2023-00006,1,275722.71,2023-08-17,DBT,6.0,False
PAY-000425,MPLADS-AS-2023-00006,2,132609.34,2023-09-23,DBT,9.1,False
PAY-000426,MPLADS-AS-2023-00006,3,54323.22,2023-10-27,DBT,11.8,False
PAY-000427,MPLADS-AS-2023-00006,4,826240.0,2023-12-09,DBT,32.7,False
PAY-000428,MPLADS-AS-2023-00006,5,640137.8,2024-02-21,DBT,43.5,False
PAY-000429,MPLADS-AS-2023-00006,6,599980.12,2024-03-25,DBT,58.7,False
PAY-000430,MPLADS-MH-2024-00007,1,438135.34,2024-11-10,RTGS,22.4,False
PAY-000431,MPLADS-MH-2024-00007,2,97041.68,2025-02-04,RTGS,31.4,False
PAY-000432,MPLADS-MH-2024-00007,3,806470.96,2025-05-01,DBT,86.2,False
PAY-000433,MPLADS-MH-2024-00007,4,309432.09,2025-07-23,DBT,100.0,False
PAY-000434,MPLADS-MH-2025-00008,1,1141521.18,2026-05-02,CHEQUE,44.8,False
PAY-000435,MPLADS-TG-2025-00008,1,1061102.11,2026-01-13,DBT,23.0,False
PAY-000436,MPLADS-TG-2025-00008,2,1315618.19,2026-02-25,RTGS,58.9,False
PAY-000437,MPLADS-TG-2025-00008,3,531520.11,2026-04-11,DBT,64.4,False
PAY-000438,MPLADS-TG-2025-00008,4,270137.75,2026-07-06,DBT,75.3,False
PAY-000439,MPLADS-GJ-2024-00004,1,220135.23,2025-05-27,CHEQUE,10.8,False
PAY-000440,MPLADS-GJ-2024-00004,2,953184.12,2025-07-19,DBT,56.5,False
PAY-000441,MPLADS-GJ-2024-00004,3,118331.06,2025-10-06,RTGS,67.7,False
PAY-000442,MPLADS-MH-2025-00009,1,265078.16,2026-04-03,DBT,17.2,False
PAY-000443,MPLADS-MH-2025-00009,2,703309.25,2026-06-25,DBT,76.2,False
PAY-000444,MPLADS-MH-2025-00009,3,330732.99,2026-08-23,DBT,89.8,False
PAY-000445,MPLADS-CG-2025-00012,1,271439.7,2026-02-19,DBT,7.7,False
PAY-000446,MPLADS-CG-2025-00012,2,357212.38,2026-04-19,DBT,17.9,False
PAY-000447,MPLADS-CG-2025-00012,3,1109758.58,2026-05-29,DBT,50.6,False
PAY-000448,MPLADS-UP-2021-00008,1,367221.47,2022-03-31,DBT,11.6,False
PAY-000449,MPLADS-UP-2021-00008,2,887785.05,2022-05-26,DBT,50.4,False
PAY-000450,MPLADS-UP-2021-00008,3,326646.31,2022-08-06,DBT,57.3,False
PAY-000451,MPLADS-UP-2021-00008,4,476420.18,2022-10-28,DBT,69.9,False
PAY-000452,MPLADS-UP-2021-00008,5,532324.23,2022-12-17,CHEQUE,100.0,False
PAY-000453,MPLADS-KL-2024-00008,1,280766.83,2025-03-20,DBT,28.5,False
PAY-000454,MPLADS-KL-2024-00008,2,40390.69,2025-05-09,DBT,28.3,False
PAY-000455,MPLADS-PB-2024-00003,1,1415875.51,2024-08-05,RTGS,66.9,False
PAY-000456,MPLADS-PB-2024-00003,2,173450.71,2024-10-06,DBT,67.1,False
PAY-000457,MPLADS-PB-2024-00003,3,330811.34,2024-11-15,DBT,71.5,False
PAY-000458,MPLADS-PB-2024-00003,4,344267.05,2025-01-04,DBT,93.0,False
PAY-000459,MPLADS-MH-2023-00010,1,417462.67,2024-05-15,DBT,18.7,False
PAY-000460,MPLADS-MH-2023-00010,2,262751.43,2024-06-18,DBT,32.4,False
PAY-000461,MPLADS-MH-2023-00010,3,158878.73,2024-07-28,DBT,39.0,False
PAY-000462,MPLADS-MH-2023-00010,4,210474.2,2024-10-19,DBT,43.8,False
PAY-000463,MPLADS-MH-2023-00010,5,153182.31,2025-01-10,DBT,53.8,False
PAY-000464,MPLADS-OD-2024-00008,1,1027229.28,2024-10-01,DBT,39.2,False
PAY-000465,MPLADS-UP-2024-00009,1,1293010.67,2025-03-23,CHEQUE,35.4,False
PAY-000466,MPLADS-UP-2024-00009,2,1355873.15,2025-05-16,DBT,85.6,False
PAY-000467,MPLADS-HR-2025-00012,1,839650.56,2026-06-19,CHEQUE,42.3,False
PAY-000468,MPLADS-HR-2025-00012,2,599688.11,2026-08-02,DBT,71.1,False
PAY-000469,MPLADS-HR-2021-00013,1,222822.46,2022-05-02,RTGS,6.8,False
PAY-000470,MPLADS-HR-2021-00013,2,552746.04,2022-06-11,RTGS,28.9,False
PAY-000471,MPLADS-HR-2021-00013,3,469859.49,2022-08-14,DBT,43.4,False
PAY-000472,MPLADS-BR-2025-00010,1,310186.05,2026-02-04,CHEQUE,23.2,False
PAY-000473,MPLADS-BR-2025-00010,2,90355.39,2026-03-22,DBT,26.7,False
PAY-000474,MPLADS-BR-2025-00010,3,212214.6,2026-05-23,DBT,40.9,False
PAY-000475,MPLADS-RJ-2024-00008,1,323743.12,2024-05-29,RTGS,42.3,False
PAY-000476,MPLADS-RJ-2024-00008,2,199074.27,2024-06-06,DBT,60.3,False
PAY-000477,MPLADS-RJ-2024-00008,3,293148.32,2024-06-12,RTGS,100.0,False
PAY-000478,MPLADS-TN-2025-00007,1,145649.63,2026-04-15,DBT,9.9,False
PAY-000479,MPLADS-TN-2025-00007,2,568668.21,2026-05-25,DBT,46.0,False
PAY-000480,MPLADS-TN-2025-00007,3,655904.35,2026-07-11,DBT,98.3,False
PAY-000481,MPLADS-AP-2020-00014,1,1239666.75,2020-12-19,DBT,90.7,False
PAY-000482,MPLADS-CG-2022-00013,1,198440.55,2022-12-10,DBT,14.8,False
PAY-000483,MPLADS-CG-2022-00013,2,271052.23,2023-01-24,RTGS,34.8,False
PAY-000484,MPLADS-CG-2022-00013,3,99855.96,2023-03-05,DBT,54.2,False
PAY-000485,MPLADS-CG-2022-00013,4,255354.22,2023-04-16,DBT,74.4,False
PAY-000486,MPLADS-CG-2022-00013,5,147580.8,2023-07-04,RTGS,81.8,False
PAY-000487,MPLADS-GJ-2025-00005,1,114649.75,2025-10-26,DBT,6.5,False
PAY-000488,MPLADS-GJ-2025-00005,2,506677.82,2026-01-21,DBT,39.5,False
PAY-000489,MPLADS-GJ-2025-00005,3,292470.4,2026-03-01,DBT,63.7,False
PAY-000490,MPLADS-GJ-2025-00005,4,79912.87,2026-04-24,DBT,57.0,False
PAY-000491,MPLADS-GJ-2025-00005,5,517688.9,2026-07-14,DBT,100.0,False
PAY-000492,MPLADS-HR-2025-00014,1,1010290.52,2026-01-23,DBT,32.8,False
PAY-000493,MPLADS-HR-2025-00014,2,1458906.68,2026-04-13,RTGS,62.8,False
PAY-000494,MPLADS-OD-2023-00009,1,161500.5,2023-07-24,DBT,12.6,False
PAY-000495,MPLADS-OD-2023-00009,2,264098.24,2023-09-26,DBT,32.8,False
PAY-000496,MPLADS-OD-2023-00009,3,308202.98,2023-10-26,RTGS,58.6,False
PAY-000497,MPLADS-OD-2023-00009,4,140337.84,2023-12-30,DBT,71.8,False
PAY-000498,MPLADS-OD-2023-00009,5,301922.38,2024-02-25,DBT,86.4,False
PAY-000499,MPLADS-PB-2020-00004,1,708063.72,2020-10-29,DBT,19.6,False
PAY-000500,MPLADS-PB-2020-00004,2,527317.33,2020-12-02,DBT,33.5,False
PAY-000501,MPLADS-PB-2020-00004,3,1156154.84,2021-02-04,DBT,60.1,False
PAY-000502,MPLADS-PB-2020-00004,4,782801.54,2021-03-29,CHEQUE,84.2,False
PAY-000503,MPLADS-PB-2020-00004,5,1086454.94,2021-05-06,DBT,100.0,False
PAY-000504,MPLADS-GJ-2019-00006,1,1683085.54,2020-03-05,RTGS,29.8,False
PAY-000505,MPLADS-GJ-2019-00006,2,989421.55,2020-05-10,DBT,51.7,False
PAY-000506,MPLADS-AP-2025-00015,1,469593.74,2026-06-24,DBT,28.2,False
PAY-000507,MPLADS-AP-2025-00015,2,38768.39,2026-08-28,CHEQUE,32.4,False
PAY-000508,MPLADS-GJ-2022-00007,1,153084.63,2022-11-13,DBT,18.8,False
PAY-000509,MPLADS-GJ-2022-00007,2,185703.81,2022-12-28,DBT,45.1,False
PAY-000510,MPLADS-TN-2024-00008,1,2179201.2,2025-03-16,DBT,100.0,False
PAY-000511,MPLADS-HR-2025-00015,1,335076.2,2025-10-12,RTGS,24.7,False
PAY-000512,MPLADS-HR-2025-00015,2,982953.72,2025-11-17,CHEQUE,100.0,False
PAY-000513,MPLADS-KA-2025-00006,1,284135.86,2026-04-22,DBT,21.4,False
PAY-000514,MPLADS-TG-2023-00009,1,326105.59,2024-03-29,DBT,44.8,False
PAY-000515,MPLADS-TG-2023-00009,2,122370.52,2024-05-21,DBT,64.6,False
PAY-000516,MPLADS-TG-2023-00009,3,297192.11,2024-07-25,DBT,91.3,False
PAY-000517,MPLADS-WB-2024-00004,1,732005.8,2024-08-23,DBT,38.2,False
PAY-000518,MPLADS-WB-2024-00004,2,194127.31,2024-11-15,DBT,51.7,False
PAY-000519,MPLADS-KL-2023-00009,1,369153.56,2023-12-07,DBT,9.8,False
PAY-000520,MPLADS-KL-2023-00009,2,37510.49,2024-02-22,DBT,11.4,False
PAY-000521,MPLADS-KL-2023-00009,3,305615.25,2024-04-25,DBT,19.7,False
PAY-000522,MPLADS-KL-2023-00009,4,97800.92,2024-06-11,DBT,24.5,False
PAY-000523,MPLADS-KL-2023-00009,5,412313.72,2024-08-29,RTGS,41.2,False
PAY-000524,MPLADS-KL-2023-00009,6,1963537.63,2024-10-19,DBT,88.2,False
PAY-000525,MPLADS-JH-2025-00010,1,223939.76,2026-02-02,DBT,9.7,False
PAY-000526,MPLADS-JH-2025-00010,2,38012.11,2026-03-09,DBT,12.5,False
PAY-000527,MPLADS-JH-2025-00010,3,238893.54,2026-04-28,DBT,23.4,False
PAY-000528,MPLADS-JH-2025-00010,4,193093.77,2026-06-27,RTGS,32.8,False
PAY-000529,MPLADS-KA-2025-00007,1,4204786.0,2025-11-25,DBT,83.9,False
PAY-000530,MPLADS-WB-2023-00005,1,598985.06,2023-08-14,RTGS,39.6,False
PAY-000531,MPLADS-BR-2024-00011,1,85561.86,2024-08-27,DBT,15.3,False
PAY-000532,MPLADS-BR-2024-00011,2,86450.05,2024-10-02,CHEQUE,30.8,False
PAY-000533,MPLADS-BR-2024-00011,3,89220.55,2024-10-31,RTGS,51.5,False
PAY-000534,MPLADS-BR-2024-00011,4,96329.71,2024-12-21,DBT,68.4,False
PAY-000535,MPLADS-BR-2024-00011,5,83445.55,2025-01-17,CHEQUE,78.3,False
PAY-000536,MPLADS-BR-2024-00011,6,91711.57,2025-02-19,CHEQUE,100.0,False
PAY-000537,MPLADS-PB-2025-00005,1,83486.23,2026-06-21,DBT,15.8,False
PAY-000538,MPLADS-PB-2025-00005,2,133016.84,2026-08-29,DBT,46.2,False
PAY-000539,MPLADS-KL-2022-00010,1,162590.36,2023-02-22,CHEQUE,28.2,False
PAY-000540,MPLADS-KL-2022-00010,2,118416.77,2023-04-24,CHEQUE,51.1,False
PAY-000541,MPLADS-KL-2022-00010,3,255667.93,2023-05-27,DBT,89.9,False
PAY-000542,MPLADS-MH-2023-00011,1,125512.48,2023-12-08,DBT,12.6,False
PAY-000543,MPLADS-MH-2023-00011,2,84274.41,2024-02-29,CHEQUE,19.3,False
PAY-000544,MPLADS-MH-2023-00011,3,344898.16,2024-04-21,DBT,50.5,False
PAY-000545,MPLADS-MH-2023-00011,4,431328.62,2024-06-11,DBT,100.0,False
PAY-000546,MPLADS-CG-2023-00014,1,79439.94,2024-03-07,DBT,24.5,False
PAY-000547,MPLADS-CG-2023-00014,2,112318.56,2024-05-26,CHEQUE,56.5,False
PAY-000548,MPLADS-CG-2023-00014,3,50194.17,2024-07-05,RTGS,78.8,False
PAY-000549,MPLADS-CG-2023-00014,4,75645.08,2024-10-02,DBT,92.8,False
PAY-000550,MPLADS-HR-2023-00016,1,91396.78,2024-02-09,CHEQUE,17.7,False
PAY-000551,MPLADS-HR-2023-00016,2,284806.84,2024-04-24,CHEQUE,62.8,False
PAY-000552,MPLADS-HR-2023-00016,3,150246.32,2024-07-15,DBT,96.6,False
PAY-000553,MPLADS-MP-2024-00008,1,1173652.51,2024-10-20,DBT,22.9,False
PAY-000554,MPLADS-MP-2024-00008,2,1026852.56,2024-11-15,DBT,37.3,False
PAY-000555,MPLADS-MP-2024-00008,3,1153372.39,2024-12-27,RTGS,57.7,False
PAY-000556,MPLADS-MP-2024-00008,4,957265.12,2025-01-23,DBT,77.2,False
PAY-000557,MPLADS-MP-2024-00008,5,983536.44,2025-03-12,DBT,90.0,False
PAY-000558,MPLADS-MP-2024-00008,6,1155946.53,2025-05-01,CHEQUE,100.0,False
PAY-000559,MPLADS-GJ-2024-00008,1,874581.84,2025-03-11,RTGS,51.0,False
PAY-000560,MPLADS-GJ-2024-00008,2,117921.0,2025-04-18,DBT,48.7,False
PAY-000561,MPLADS-GJ-2024-00008,3,358575.05,2025-06-22,DBT,74.6,False
PAY-000562,MPLADS-GJ-2024-00008,4,354612.65,2025-08-09,DBT,91.6,False
PAY-000563,MPLADS-GJ-2024-00009,1,5497146.91,2025-03-28,DBT,84.1,False
PAY-000564,MPLADS-WB-2025-00006,1,555008.22,2025-10-09,DBT,56.1,False
PAY-000565,MPLADS-WB-2025-00006,2,328762.39,2025-11-13,CHEQUE,100.0,False
PAY-000566,MPLADS-MP-2024-00009,1,275728.51,2024-11-11,DBT,51.0,False
PAY-000567,MPLADS-MP-2024-00009,2,98643.15,2025-01-23,DBT,62.6,False
PAY-000568,MPLADS-MP-2024-00009,3,73545.21,2025-03-08,RTGS,69.5,False
PAY-000569,MPLADS-MP-2024-00009,4,115994.8,2025-06-01,CHEQUE,100.0,False
PAY-000570,MPLADS-GJ-2021-00010,1,219005.55,2021-12-22,DBT,43.4,False
PAY-000571,MPLADS-GJ-2021-00010,2,156562.69,2022-02-04,RTGS,88.6,False
PAY-000572,MPLADS-GJ-2021-00010,3,7625.42,2022-03-26,DBT,79.1,False
PAY-000573,MPLADS-GJ-2021-00010,4,17406.15,2022-05-02,DBT,86.5,False
PAY-000574,MPLADS-GJ-2021-00010,5,63550.38,2022-06-25,RTGS,89.0,False
PAY-000575,MPLADS-JH-2020-00011,1,4681141.22,2020-11-01,RTGS,100.0,False
PAY-000576,MPLADS-JH-2020-00011,2,1476324.27,2021-01-19,RTGS,100.0,False
PAY-000577,MPLADS-MH-2024-00012,1,1485041.92,2025-01-26,DBT,32.1,False
PAY-000578,MPLADS-MH-2024-00012,2,452582.78,2025-04-08,CHEQUE,40.3,False
PAY-000579,MPLADS-MH-2024-00012,3,813649.75,2025-05-15,CHEQUE,61.5,False
PAY-000580,MPLADS-MH-2024-00012,4,1950152.52,2025-06-26,RTGS,100.0,False
PAY-000581,MPLADS-MP-2020-00010,1,2090971.75,2020-09-26,RTGS,57.3,False
PAY-000582,MPLADS-PB-2025-00006,1,1198475.83,2026-02-01,DBT,67.2,False
PAY-000583,MPLADS-PB-2025-00006,2,367889.76,2026-04-24,DBT,78.8,False
PAY-000584,MPLADS-PB-2025-00006,3,161681.92,2026-06-28,DBT,76.5,False
PAY-000585,MPLADS-KL-2024-00011,1,594017.66,2024-12-29,DBT,32.9,False
PAY-000586,MPLADS-KL-2024-00011,2,2999150.08,2025-01-03,DBT,39.4237889663618,False
PAY-000587,MPLADS-KL-2024-00011,3,418464.36,2025-03-28,DBT,100.0,False
PAY-000588,MPLADS-KL-2024-00012,1,804359.43,2024-11-28,DBT,70.3,False
PAY-000589,MPLADS-KL-2024-00012,2,348182.29,2025-02-15,DBT,88.8,False
PAY-000590,MPLADS-AS-2023-00007,1,138550.47,2024-04-24,DBT,9.8,False
PAY-000591,MPLADS-AS-2023-00007,2,724759.65,2024-04-30,DBT,58.2,False
PAY-000592,MPLADS-AP-2020-00016,1,309075.02,2021-01-24,RTGS,19.2,False
PAY-000593,MPLADS-AP-2020-00016,2,1406492.44,2021-04-15,DBT,100.0,False
PAY-000594,MPLADS-AS-2025-00008,1,191262.55,2025-12-31,DBT,16.5,False
